key,2
28,腿部受損的魔導死神。<hex:02100103>補充了燃料，但因為缺少認證密鑰無法啟動。<hex:02100103>搜索一下看看原本的駕駛員有沒有躲在附近。
29,水面泛起了波紋，開始產生細小的氣泡……<hex:02100103>想像了一下葉小妖的幼崽在葉片的後面扎堆的情景。
30,在葉片的表面有被踐踏的痕跡。<hex:02100103>是誰在打水時留下的嗎？
31,在水底發現了被植物寄生的動物屍骸。<hex:02100103>是在尋找食物的時候迷路了嗎？
32,發現了有輕微燒焦痕跡的水草。<hex:02100103>很像是賢者的攻擊術式留下的……
33,<hex:02100103>刻有通用語構成的文章……<hex:02100103><hex:02100103>「創世之初，勇猛火神，賜予勇敢的我等烈焰。<hex:02100103>聖火傳承，繼承自先祖的烈焰，回答其名！」<hex:02100103>
34,地上有一張充滿塗鴉的紙片。<hex:02100103>也許是偷盜者的筆記。<hex:02100103><hex:02100103>翠綠的稀有礦石，<hex:02100103>孔雀石之間，綠色與黃色的布袋。<hex:02100103>瓦礫上，牆角邊。
35,魔物的屍體。<hex:02100103>上面留有被利爪撕裂的傷痕……
36,四處散落著亂糟糟的羽毛。<hex:02100103>是在這附近大鬧了一番嗎？
37,地上有動物的糞便。<hex:02100103>似乎才剛排泄了沒多久……
38,終端的畫面上顯示著的大量人名，<hex:02100103>看起來是「記憶被存放到了雲端之上的人」的名單。<hex:02100103><hex:02100103>不知道納米喀的名字在不在裡面……
39,處理靈魂資源時須遵守操作說明中規定的工序。<hex:02100103>我們保管的是新生亞歷山德裡亞聯合王國最重要的資源。<hex:02100103>任何的損壞、流失都將被嚴厲問責。<hex:02100103>第一工序：靈魂的抽取<hex:02100103>抽取存儲在調魂器內混合著「靈魂」與「記憶」的乙太，<hex:02100103>注入裝置中使其穩定。<hex:02100103>抽取時如果操之過急，混合乙太的損壞率會相應提高。<hex:02100103>因此，除緊急情況外禁止變更抽取速度。
40,特殊監視對象靈魂，<hex:02100103>ID161127，個體名稱「納米喀」。<hex:02100103>生命活動終止時的肉體年齡86歲……<hex:02100103>居民記憶的消除操作——已完成。<hex:02100103>遺留肉體的處理——已完成。<hex:02100103>混合乙太的抽取——已完成。
41,第二工序：記憶與靈魂的分離<hex:02100103>利用分離器將混合乙太分離成靈魂與記憶，<hex:02100103>並分別送至第三工序。<hex:02100103>靈魂需要最終加工，須送至上層。<hex:02100103>記憶則通過秘密途徑送往中央終端。<hex:02100103><hex:02100103>此外，魔物的記憶無需保存。<hex:02100103>除特殊用途外，全部廢棄。
42,第三工序：漂白<hex:02100103>對分離後仍附著在靈魂上的記憶殘渣進行完全漂白。<hex:02100103>漂白光對生命體有害，操作時需要注意。<hex:02100103>另外，如不進行漂白處理，<hex:02100103>被注入該靈魂之人可能會產生記憶錯亂乃至人格崩潰。<hex:02100103>操作人員須通過高精度檢測裝置確認是否有殘渣存留。<hex:02100103>經過上述工序，靈魂資源將重新被社會所用。<hex:02100103>各位都是在為國家的運轉而出力，<hex:02100103>務必以認真的態度執行工作。
43,實驗記錄216——個體名稱「安布羅斯」。<hex:02100103>本實驗旨在將試驗型調魂器裝配在沒有靈魂的肉體上，<hex:02100103>其後將多種魔物以及人類的靈魂資源同時注入。<hex:02100103>現在，實驗體雖能像活人一樣行動，<hex:02100103>但人格已出現缺陷，伴隨著強烈的破壞衝動。<hex:02100103>推測魔物的靈魂佔據了主導地位。<hex:02100103>該個體雖擁有強大的戰鬥力，<hex:02100103>但十分難以控制，作為兵器的可信賴程度過低。<hex:02100103>今後的實驗將圍繞如何固定「忠誠的人格」展開。
44,光滑的圓形石板上懸浮著發光的文字和圖案。<hex:02100103>然而，使用的卻是一種沒人見過的字型。<hex:02100103>與艾歐澤亞文字的字母數量都有所不同。<hex:02100103>文字的排列中體現出了清晰的規律性，<hex:02100103>因此可以懷疑其為人工創造的語言。<hex:02100103>或許是一種隱藏重要知識時用的措施吧。
45,一塊篆刻著密集紋樣的石板。<hex:02100103>但當人想要解讀其上內容凝神看去時，<hex:02100103>卻會突然感到莫名的眩暈想吐。<hex:02100103>也許是為了避免不被允許的人取得其中知識<hex:02100103>而施加了魔法性質的防護措施。<hex:02100103>暫時還是先不要直視這塊石板比較好。
46,書架傾倒，大量書籍散落一地。<hex:02100103>所有的書都是用一種陌生的語言書寫的，<hex:02100103>沒法解讀其中的內容。<hex:02100103>書中有很多看起來像是魔紋的圖樣，<hex:02100103>可能是某種魔導書吧。
47,在街上閒逛時，總會遇到些讓人不禁歪頭納悶的怪事，<hex:02100103>加利若和茹萊兄弟的爭吵就是典型例子。<hex:02100103><hex:02100103>他們雖然打著釣魚對決的名號，<hex:02100103>但鯽魚卻是冒險者每天帶過去的。<hex:02100103>說白了就是他們自己不釣，全靠別人提供。<hex:02100103>這還算哪門子釣魚對決啊？<hex:02100103>更奇怪的是那些冒險者，明明報酬少得可憐，<hex:02100103>為什麼還會那麼積極地天天幫忙……
48,說起來，這附近以前好像出現過神秘的巨型生物。<hex:02100103>不過事後整理的所有報告都有些讓人摸不著頭腦。<hex:02100103><hex:02100103>有的說它因為出沒地點聚集了太多冒險者而瞬間被擊敗，<hex:02100103>也有的說根本沒見過那種生物，<hex:02100103>說法亂七八糟的。<hex:02100103>但所有報告都透著一股歡快的氣氛，<hex:02100103>估計是什麼慶典活動吧。
49,唉，今天又白跑一趟。<hex:02100103>收集印章真的太累了……<hex:02100103><hex:02100103>算了，抱怨也沒什麼用，<hex:02100103>事在人為，能打過就已經很不錯了。<hex:02100103>回去和夥伴泡個溫泉轉換下心情吧。
50,今天打蚯蚓，明天打螃蟹，<hex:02100103>後天估計又得去打那個軟趴趴的水蛭。<hex:02100103><hex:02100103>但那個黏糊糊的吻和讓人渾身無力的霧氣……<hex:02100103>我真是應付不來……<hex:02100103><hex:02100103>唉，要不換個地方吧，<hex:02100103>比如羅蘭莓田。<hex:02100103><hex:02100103>狩獵地點不同，收入也不同，我得好好盤算一下……<hex:02100103>不過這也是當隊長的樂趣所在。
51,很久很久以前，有個繁榮到觸達天際的偉大文明。<hex:02100103>然而，那個文明的領導者因為妄想建造永恆的樂園而觸犯了禁忌。<hex:02100103><hex:02100103>最終，禁忌導致了文明覆滅，<hex:02100103>眾領導者也陷入了永久的沉睡。<hex:02100103><hex:02100103>但切莫忘記，<hex:02100103>那群人是永不消亡的亡靈……<hex:02100103>他們至今一定仍未放棄那個虛妄的夢。
52,我們保全院的存在意義究竟是什麼？<hex:02100103>無非就是「為人類的生存貢獻力量」。<hex:02100103><hex:02100103>在這個偏向雷屬性的世界中，<hex:02100103>我們既要創造一個人們能夠安全生活的淨土，<hex:02100103>又要攻克侵蝕人體的麻痺症治療方法……<hex:02100103>針對這些難題，我們至今提出了多種應對思路，<hex:02100103>但最終竟然被一個年齡尚小的天才找到了徹底解決的方法。
53,根據我們的領導者卡琉克斯所說，<hex:02100103>生物的生命源自靈魂而非肉體，<hex:02100103>鐫刻在靈魂上的記憶才是人類的本質。<hex:02100103>隨後，他以這一觀點為基礎，<hex:02100103>向我們展示了用雷轉質管理靈魂的理論。<hex:02100103>他認為靈魂是乙太構成的，只要是乙太，就必然可以單獨儲存。<hex:02100103>於是，我們用重刑犯和志願者進行了試驗，<hex:02100103>成功固定住了人在死亡時釋放的乙太。<hex:02100103>自此，人類科技在卡琉克斯的領導下邁出了史無前例的一步。
54,實驗成功了，我們把儲存在特殊雷轉質裝置中的靈魂注入給了機器兵，<hex:02100103>機器兵成功成為了靈魂主人的新身體。<hex:02100103>從此，我們再也不用擔心肉體會被雷屬性侵蝕。<hex:02100103>然而，我們的領導者卡琉克斯似乎並沒有滿足於這一偉業。<hex:02100103>他又提出了將靈魂與記憶分離，<hex:02100103>把靈魂用作資源，同時賦予記憶永恆生命的方案。<hex:02100103>他認為記憶無非是可以備份的數據，沒有與靈魂捆綁在一起的必要。<hex:02100103>或許正因為他天生身患頑疾、餘命無幾，<hex:02100103>所以才能領悟出這種純粹的資訊生命——永久人的進化之路吧。
55,願這封信能抵達心地善良之人的手中，<hex:02100103>願勇敢的戰士能將迫近我城的危機告知眾人。<hex:02100103>那隻招致毀滅的怪魚「丹丹」出現了。<hex:02100103>那怪魚掀起波浪摧毀了千家萬戶，<hex:02100103>它甩動尾鰭撞沉船只，導致我們的城鎮無法與外界聯絡。<hex:02100103>僅存的物資不多，我們怕是都活不了多久了。<hex:02100103>要是能與那群美麗的海之少女們聯手，說不定還有希望……<hex:02100103>可如今我們連去往應許之地的機會都沒有了……
56,我在鎮上抓住了一個老人逼他說出了實情，和首領預想的一樣。<hex:02100103>據說這溪谷深處藏著一個「秘密之地」，<hex:02100103>只有極少數人知道它的位置。<hex:02100103>那地方肯定藏著能讓人驚掉下巴的寶藏！<hex:02100103>我抱著這個想法前去探查，<hex:02100103>結果發現那裡已經被怪鳥築巢佔據了……<hex:02100103>我們已經備齊了所有武器和炸彈，就等突襲了。<hex:02100103>我會在附近待命，只要老大一聲令下，我就馬上出動！
57,來到這片土地之後，已經過去了多少歲月呢？<hex:02100103>為了磨練剛劍的技術，我歸隱在了這片磁場紊亂的溪谷之中，<hex:02100103>日復一日地用乙太錘鍊劍刃，不斷揮劍。<hex:02100103>但我心中所想的，<hex:02100103>只有那些無法離開那片海的朋友……<hex:02100103>為了打倒威脅她們的傢伙，我必須不停地訓練自己！<hex:02100103>等我把劍技磨練到極致，我一定會立刻回到故鄉。<hex:02100103>然後在那片海邊輕聲呼喚一句「我親愛的朋友啊」……
58,她的氣勢比尤坦伽火山還要火爆高傲，<hex:02100103>她的脾氣比古斯塔堡山脈還要桀驁不馴。<hex:02100103>如今，光是叫出她的名字都讓人們心驚膽寒。<hex:02100103>我是«魔法樂園週刊»的記者，<hex:02100103>主編曾派我去採訪她……<hex:02100103>那段日子，我每天都提心弔膽，只敢遠遠地觀察她。<hex:02100103>唉，誰能想到，我竟然因此受到了那樣的詛咒！<hex:02100103>一陣天旋地轉，紅色的眼瞳在眼前旋轉……<hex:02100103>嗚哇，我再也不想和她有任何瓜葛了……
59,薩拉希姆哨兵公司精神！ 其一「我們的詞典裡沒有做不到」<hex:02100103>薩拉希姆哨兵公司精神！ 其二「對老闆不敬乃是萬惡之源」<hex:02100103>薩拉希姆哨兵公司精神！ 其三「為公司連軸轉是無上福報」<hex:02100103>薩拉希姆哨兵公司精神！ 其四「哭著也要完成自己的任務」<hex:02100103>薩拉希姆哨兵公司精神！ 其五「降薪的根源是自己的失敗」<hex:02100103><hex:02100103><hex:02100103><hex:02100103>……<hex:0212023703>快逃！！<hex:0212023803>
60,五蛇將即是阿圖爾岡皇國軍的五位精銳將校。<hex:02100103>領軍的是全權負責國防事務的天蛇將——如迦及恩大人。<hex:02100103>他與土、風、炎、水四位將軍共同守護著這片土地。<hex:02100103>土蛇將扎扎格將軍是身經百戰的勇士，是揮舞著信念鐵拳的可靠兄長。<hex:02100103>風蛇將娜玖莉斯將軍是弓術天才，是兼具勇氣與仁慈的巾幗豪傑。<hex:02100103>炎蛇將迦達剌爾將軍……嗯，是一位如烈火般豪邁不羈的俠義之人。<hex:02100103>而水蛇將彌莉將軍，則是攻守兼備、我見猶憐的戰場之星。<hex:02100103>每位將軍身邊都有忠心耿耿的追隨者……<hex:02100103>我們眾志成城，將蠻族的攻勢遏止在了水線之外。
61,我幾乎每天都在遺跡中奔波，只能充當微不足道的戰力……<hex:02100103>唉，要是能拿到一件解除限制的注能道具就好了………<hex:02100103><hex:02100103>正當我這麼想時，隊長居然給我分配了一件好東西。<hex:02100103>這下沒有武僧也能過上好日子了！遺跡採撈的新時代來了！<hex:02100103><hex:02100103>任務、任務，為了任務，我要刷爆星光變石！
62,傳說如是所說。<hex:02100103>一切都起源於一塊靈石。<hex:02100103><hex:02100103>在遙遠的過去，一塊巨大而美麗的靈石以七彩之光碟機除了黑暗。<hex:02100103>靈石帶來眾多生命填滿了世界，同時也孕育出了偉大的眾神。<hex:02100103><hex:02100103>世界從此迎來光芒環繞的幸福時代，直至眾神開始沉睡……<hex:02100103>那個世界叫做——瓦納·迪爾。
63,
64,
65,
66,
67,
